Gene name,chromosome,tss_loc,gene_symbol,gene_ensembl_id
ADGRA2,8,37784191,ADGRA2,ENSG00000020181
ADGRA3,4,22516066,ADGRA3,ENSG00000152990
ADGRA3P1,18,12076654,ADGRA3P1,ENSG00000256616
ADGRB1,8,142449430,ADGRB1,ENSG00000181790
ADGRB2,1,31764893,ADGRB2,ENSG00000121753
ADGRB3,6,68635282,ADGRB3,ENSG00000135298
ADGRB3-DT,6,68635898,ADGRB3-DT,ENSG00000230910
ADGRD1,12,130953907,ADGRD1,ENSG00000111452
ADGRD1-AS1,12,130993976,ADGRD1-AS1,ENSG00000256151
ADGRD2,9,124450451,ADGRD2,ENSG00000180264
ADGRE1,19,6887566,ADGRE1,ENSG00000174837
ADGRE2,19,14778560,ADGRE2,ENSG00000127507
ADGRE3,19,14690027,ADGRE3,ENSG00000131355
ADGRE4P,19,6990798,ADGRE4P,ENSG00000268758
ADGRE5,19,14380501,ADGRE5,ENSG00000123146
ADGRF1,6,47042350,ADGRF1,ENSG00000153292
ADGRF2P,6,47673420,ADGRF2P,ENSG00000164393
ADGRF3,2,26346817,ADGRF3,ENSG00000173567
ADGRF4,6,47685864,ADGRF4,ENSG00000153294
ADGRF5,6,46954943,ADGRF5,ENSG00000069122
ADGRF5-AS1,6,46903471,ADGRF5-AS1,ENSG00000225730
ADGRF5P1,9,62862007,ADGRF5P1,ENSG00000227582
ADGRF5P2,9,42795392,ADGRF5P2,ENSG00000204818
ADGRG1,16,57610652,ADGRG1,ENSG00000205336
ADGRG2,X,19122637,ADGRG2,ENSG00000173698
ADGRG3,16,57668277,ADGRG3,ENSG00000182885
ADGRG4,X,136300963,ADGRG4,ENSG00000156920
ADGRG5,16,57542643,ADGRG5,ENSG00000159618
ADGRG6,6,142301854,ADGRG6,ENSG00000112414
ADGRG7,3,100609601,ADGRG7,ENSG00000144820
ADGRL1,HG109_PATCH,14206187,ADGRL1,ENSG00000288324
ADGRL1-AS1,HG109_PATCH,349305,ADGRL1-AS1,ENSG00000288348
ADGRL2,1,81306147,ADGRL2,ENSG00000117114
ADGRL3,4,61200326,ADGRL3,ENSG00000150471
ADGRL3-AS1,4,62165554,ADGRL3-AS1,ENSG00000248692
ADGRL4,1,79282124,ADGRL4,ENSG00000162618
ADGRV1,5,90529344,ADGRV1,ENSG00000164199
ADH1A,4,99291003,ADH1A,ENSG00000187758
ADH1B,4,99321401,ADH1B,ENSG00000196616
ADH1C,4,99352746,ADH1C,ENSG00000248144
ADH4,4,99157792,ADH4,ENSG00000198099
ADH5,4,99088801,ADH5,ENSG00000197894
ADH5P2,1,79521080,ADH5P2,ENSG00000232676
ADH5P3,1,240170155,ADH5P3,ENSG00000223694
ADH5P4,6,65838039,ADH5P4,ENSG00000233859
ADH5P5,5,23980587,ADH5P5,ENSG00000234865
ADH6,4,99219537,ADH6,ENSG00000172955
ADH7,4,99435510,ADH7,ENSG00000196344
ADHFE1,8,66432492,ADHFE1,ENSG00000147576
ADI1,2,3519531,ADI1,ENSG00000182551
ADI1P1,20,41331123,ADI1P1,ENSG00000235102
ADI1P2,8,102688906,ADI1P2,ENSG00000250684
ADI1P3,12,47463087,ADI1P3,ENSG00000258369
ADIG,20,38581195,ADIG,ENSG00000182035
ADIPINT,9,98911204,ADIPINT,ENSG00000292223
ADIPOQ,3,186842704,ADIPOQ,ENSG00000181092
ADIPOQ-AS1,3,186856123,ADIPOQ-AS1,ENSG00000226482
ADIPOR1,1,202958572,ADIPOR1,ENSG00000159346
ADIPOR1P1,10,22162992,ADIPOR1P1,ENSG00000232497
ADIPOR1P2,14,94631863,ADIPOR1P2,ENSG00000258805
ADIPOR2,HG1815_PATCH,30718,ADIPOR2,ENSG00000285070
ADIRF,10,86968432,ADIRF,ENSG00000148671
ADIRF-AS1,10,86974630,ADIRF-AS1,ENSG00000272734
ADISSP,20,3767781,ADISSP,ENSG00000101220
ADK,10,74151202,ADK,ENSG00000156110
ADM,11,10305073,ADM,ENSG00000148926
ADM-DT,11,10304188,ADM-DT,ENSG00000254554
ADM2,22,50481543,ADM2,ENSG00000128165
ADM5,19,49689594,ADM5,ENSG00000224420
ADNP,20,50931437,ADNP,ENSG00000101126
ADNP-AS1,20,50930236,ADNP-AS1,ENSG00000259456
ADNP2,18,80109262,ADNP2,ENSG00000101544
ADO,10,62804720,ADO,ENSG00000181915
ADORA1,1,203090654,ADORA1,ENSG00000163485
ADORA2A,22,24417879,ADORA2A,ENSG00000128271
ADORA2A-AS1,22,24495074,ADORA2A-AS1,ENSG00000178803
ADORA2B,17,15945130,ADORA2B,ENSG00000170425
ADORA2BP1,1,209744373,ADORA2BP1,ENSG00000236136
ADORA3,1,111503633,ADORA3,ENSG00000282608
ADPGK,15,72785846,ADPGK,ENSG00000159322
ADPGK-AS1,15,72782835,ADPGK-AS1,ENSG00000260898
ADPRH,3,119579268,ADPRH,ENSG00000144843
ADPRHL1,13,113453488,ADPRHL1,ENSG00000153531
ADPRM,17,10697594,ADPRM,ENSG00000170222
ADPRS,1,36088892,ADPRS,ENSG00000116863
ADRA1A,8,26867278,ADRA1A,ENSG00000120907
ADRA1B,5,159865080,ADRA1B,ENSG00000170214
ADRA1D,20,4249287,ADRA1D,ENSG00000171873
ADRA2A,10,111077029,ADRA2A,ENSG00000150594
ADRA2B,2,96116571,ADRA2B,ENSG00000274286
ADRA2C,4,3766348,ADRA2C,ENSG00000184160
ADRB1,10,114043866,ADRB1,ENSG00000043591
ADRB2,5,148826611,ADRB2,ENSG00000169252
ADRB3,8,37966599,ADRB3,ENSG00000188778
ADRM1,20,62302093,ADRM1,ENSG00000130706
ADSL,22,40346461,ADSL,ENSG00000239900
ADSS1,14,104724174,ADSS1,ENSG00000185100
ADSS2,1,244451909,ADSS2,ENSG00000035687
ADTRP,6,11807046,ADTRP,ENSG00000111863
AEBP1,7,44104345,AEBP1,ENSG00000106624
AEBP2,12,19404045,AEBP2,ENSG00000139154
AEN,15,88621337,AEN,ENSG00000181026
AFAP1,4,7939926,AFAP1,ENSG00000196526
AFAP1-AS1,4,7754077,AFAP1-AS1,ENSG00000272620
AFAP1L1,5,149271859,AFAP1L1,ENSG00000157510
AFAP1L2,10,114404756,AFAP1L2,ENSG00000169129
AFDN,6,167826893,AFDN,ENSG00000130396
AFDN-DT,6,167827561,AFDN-DT,ENSG00000198221
AFF1,4,86935002,AFF1,ENSG00000172493
AFF2,X,148500617,AFF2,ENSG00000155966
AFF2-IT1,X,148546878,AFF2-IT1,ENSG00000223516
AFF3,2,100192428,AFF3,ENSG00000144218
AFF4,5,132963634,AFF4,ENSG00000072364
AFF4-DT,5,132963730,AFF4-DT,ENSG00000272023
AFF4P1,3,133409955,AFF4P1,ENSG00000249820
AFG1L,6,108294991,AFG1L,ENSG00000135537
AFG2A,4,122923070,AFG2A,ENSG00000145375
AFG2B,15,45402336,AFG2B,ENSG00000171763
AFG3L1P,16,89972581,AFG3L1P,ENSG00000293510
AFG3L2,18,12377227,AFG3L2,ENSG00000141385
AFG3L2P1,8,43271960,AFG3L2P1,ENSG00000253606
AFM,4,73481745,AFM,ENSG00000079557
AFMID,17,78187358,AFMID,ENSG00000183077
AFP,4,73431138,AFP,ENSG00000081051
AFTPH,2,64524299,AFTPH,ENSG00000119844
AFTPH-DT,2,64524789,AFTPH-DT,ENSG00000260101
AGA,4,177442437,AGA,ENSG00000038002
AGA-DT,4,177442514,AGA-DT,ENSG00000250131
AGAP1,2,235494043,AGAP1,ENSG00000157985
AGAP1-IT1,2,235505539,AGAP1-IT1,ENSG00000235529
AGAP10P,10,45678692,AGAP10P,ENSG00000230869
AGAP11,10,87001636,AGAP11,ENSG00000261011
AGAP12P,10,48031969,AGAP12P,ENSG00000290898
AGAP13P,10,46816516,AGAP13P,ENSG00000243289
AGAP14P,10,46337224,AGAP14P,ENSG00000279058
AGAP2,12,57742157,AGAP2,ENSG00000135439
AGAP2-AS1,12,57726271,AGAP2-AS1,ENSG00000255737
AGAP3,7,151085831,AGAP3,ENSG00000133612
AGAP4,10,45853875,AGAP4,ENSG00000188234
AGAP5,10,73698109,AGAP5,ENSG00000172650
AGAP6,10,49982190,AGAP6,ENSG00000204149
AGAP7P,10,46109621,AGAP7P,ENSG00000264204
AGAP9,10,47523638,AGAP9,ENSG00000204172
AGBL1,15,86079871,AGBL1,ENSG00000273540
AGBL1-AS1,15,86317173,AGBL1-AS1,ENSG00000260125
AGBL2,HG2114_PATCH,47715389,AGBL2,ENSG00000285501
AGBL3,7,134986508,AGBL3,ENSG00000146856
AGBL4,1,50023954,AGBL4,ENSG00000186094
AGBL4-AS1,1,49257411,AGBL4-AS1,ENSG00000230114
AGBL4-IT1,1,49472085,AGBL4-IT1,ENSG00000225623
AGBL5,2,27042364,AGBL5,ENSG00000084693
AGBL5-AS1,2,27050264,AGBL5-AS1,ENSG00000231636
AGBL5-IT1,2,27061038,AGBL5-IT1,ENSG00000229122
AGER,HSCHR6_MHC_APD_CTG1,32184322,AGER,ENSG00000231268
AGFG1,2,227472152,AGFG1,ENSG00000173744
AGFG2,7,100539203,AGFG2,ENSG00000106351
AGGF1,5,77029251,AGGF1,ENSG00000164252
AGGF1P1,4,190041342,AGGF1P1,ENSG00000214273
AGGF1P10,20,29430723,AGGF1P10,ENSG00000282968
AGGF1P2,10,133640789,AGGF1P2,ENSG00000233435
AGGF1P3,3,75654773,AGGF1P3,ENSG00000241532
AGGF1P4,16,35390003,AGGF1P4,ENSG00000261689
AGGF1P5,16,35420291,AGGF1P5,ENSG00000260680
AGGF1P6,16,35489237,AGGF1P6,ENSG00000259836
AGGF1P7,16,35547917,AGGF1P7,ENSG00000260994
AGGF1P8,16,35258630,AGGF1P8,ENSG00000261752
AGGF1P9,16,35347385,AGGF1P9,ENSG00000260427
AGK,7,493,AGK,ENSG00000006530
AGK-DT,7,141551345,AGK-DT,ENSG00000261570
AGKP1,Y,14639096,AGKP1,ENSG00000226555
AGKP2,X,132131352,AGKP2,ENSG00000228819
AGL,1,99850361,AGL,ENSG00000162688
AGMAT,1,15585051,AGMAT,ENSG00000116771
AGMO,7,15562015,AGMO,ENSG00000187546
AGO1,1,35869808,AGO1,ENSG00000092847
AGO2,8,140635633,AGO2,ENSG00000123908
AGO3,1,35930718,AGO3,ENSG00000126070
AGO4,1,35808016,AGO4,ENSG00000134698
AGPAT1,6,32178096,AGPAT1,ENSG00000204310
AGPAT2,9,136687457,AGPAT2,ENSG00000169692
AGPAT3,21,43865223,AGPAT3,ENSG00000160216
AGPAT4,6,161274061,AGPAT4,ENSG00000026652
AGPAT5,HG76_PATCH,103912,AGPAT5,ENSG00000284980
AGPAT5P1,Y,3293808,AGPAT5P1,ENSG00000234652
AGPS,2,177392746,AGPS,ENSG00000018510
AGR2,7,16833433,AGR2,ENSG00000106541
AGR3,7,16881987,AGR3,ENSG00000173467
AGRN,1,1020120,AGRN,ENSG00000188157
AGRP,16,67483547,AGRP,ENSG00000159723
AGT,1,230745576,AGT,ENSG00000135744
AGTPBP1,9,85742029,AGTPBP1,ENSG00000135049
AGTR1,3,148697784,AGTR1,ENSG00000144891
AGTR2,X,116170744,AGTR2,ENSG00000180772
AGTRAP,1,11736084,AGTRAP,ENSG00000177674
AGXT,2,240868824,AGXT,ENSG00000172482
AGXT2,5,35048135,AGXT2,ENSG00000113492
AHCTF1,1,246931948,AHCTF1,ENSG00000153207
AHCTF1P1,2,161507705,AHCTF1P1,ENSG00000226121
AHCY,20,34311802,AHCY,ENSG00000101444
AHCYL1,1,109984765,AHCYL1,ENSG00000168710
AHCYL2,7,129225030,AHCYL2,ENSG00000158467
AHCYP2,9,120720673,AHCYP2,ENSG00000238181
AHCYP3,2,104396280,AHCYP3,ENSG00000233955
AHCYP4,2,138902747,AHCYP4,ENSG00000232992
AHCYP5,2,195584031,AHCYP5,ENSG00000213107
AHCYP7,15,50417385,AHCYP7,ENSG00000259465
AHCYP8,1,248722201,AHCYP8,ENSG00000242529
AHDC1,1,27604431,AHDC1,ENSG00000126705
AHI1,6,135498434,AHI1,ENSG00000135541
AHI1-DT,6,135497422,AHI1-DT,ENSG00000231028
AHNAK,11,62556235,AHNAK,ENSG00000124942
AHNAK2,14,104978374,AHNAK2,ENSG00000185567
AHR,7,16916359,AHR,ENSG00000106546
AHRR,5,321714,AHRR,ENSG00000063438
AHSA1,14,77457870,AHSA1,ENSG00000100591
AHSA2P,2,61177418,AHSA2P,ENSG00000293434
AHSG,3,186613060,AHSG,ENSG00000145192
AHSP,16,31527900,AHSP,ENSG00000169877
AICDA,12,8613242,AICDA,ENSG00000111732
AIDA,1,222713210,AIDA,ENSG00000186063
AIDAP1,2,11308025,AIDAP1,ENSG00000230154
AIDAP2,4,158277758,AIDAP2,ENSG00000251429
AIDAP3,18,1929094,AIDAP3,ENSG00000264189
AIF1,HSCHR6_MHC_QBL_CTG1,2862951,AIF1,ENSG00000206428
AIF1L,9,131096476,AIF1L,ENSG00000126878
AIFM1,X,130165879,AIFM1,ENSG00000156709
AIFM1P1,10,18735745,AIFM1P1,ENSG00000225509
AIFM2,10,70132934,AIFM2,ENSG00000042286
AIFM3,22,20965108,AIFM3,ENSG00000183773
AIG1,6,143060496,AIG1,ENSG00000146416
AIG1P1,5,39022411,AIG1P1,ENSG00000249089
AIM2,1,159187843,AIM2,ENSG00000163568
AIMP1,4,106315544,AIMP1,ENSG00000164022
AIMP1P1,20,14127400,AIMP1P1,ENSG00000234187
AIMP1P2,1,172886258,AIMP1P2,ENSG00000227177
AIMP2,7,6009255,AIMP2,ENSG00000106305
AIP,11,67468174,AIP,ENSG00000110711
AIPL1,17,6435199,AIPL1,ENSG00000129221
AIRE,21,44285838,AIRE,ENSG00000160224
AIRIM,1,37692249,AIRIM,ENSG00000116922
AIRN,6,160007664,AIRN,ENSG00000268257
AJAP1,1,4654609,AJAP1,ENSG00000196581
AJM1,9,136842478,AJM1,ENSG00000232434
AJUBA,14,22982551,AJUBA,ENSG00000129474
AJUBA-DT,14,22977979,AJUBA-DT,ENSG00000258457
AK1,9,127877675,AK1,ENSG00000106992
AK2,1,33080996,AK2,ENSG00000004455
AK2P2,2,31823817,AK2P2,ENSG00000242272
AK3,9,4742043,AK3,ENSG00000147853
AK3P2,HSCHR8_4_CTG7,143057816,AK3P2,ENSG00000282669
AK3P3,7,23129178,AK3P3,ENSG00000230042
AK3P4,5,115402380,AK3P4,ENSG00000248722
AK3P5,10,32944481,AK3P5,ENSG00000228816
AK3P6,12,128945203,AK3P6,ENSG00000255838
AK3P7,3,52734735,AK3P7,ENSG00000270941
AK4,1,65147549,AK4,ENSG00000162433
AK4P1,HG2407_PATCH,424390,AK4P1,ENSG00000291723
AK4P2,5,55552554,AK4P2,ENSG00000249410
AK4P3,12,31652095,AK4P3,ENSG00000233381
AK4P4,9,5856426,AK4P4,ENSG00000223621
AK4P5,6,80078362,AK4P5,ENSG00000217377
AK4P6,4,151027090,AK4P6,ENSG00000235606
AK5,1,77282019,AK5,ENSG00000154027
AK6,HSCHR5_2_CTG1_1,69370013,AK6,ENSG00000279247
AK6P1,12,34249481,AK6P1,ENSG00000256614
AK6P2,12,38078999,AK6P2,ENSG00000257173
AK7,14,96392128,AK7,ENSG00000140057
AK8,9,132878777,AK8,ENSG00000165695
AK9,6,109691217,AK9,ENSG00000155085
AKAIN1,18,5197503,AKAIN1,ENSG00000231824
AKAP1,17,57085092,AKAP1,ENSG00000121057
AKAP1-DT,17,57085127,AKAP1-DT,ENSG00000263004
AKAP10,17,19978343,AKAP10,ENSG00000108599
AKAP11,13,42272152,AKAP11,ENSG00000023516
AKAP12,6,151239967,AKAP12,ENSG00000131016
AKAP13,15,85380571,AKAP13,ENSG00000170776
AKAP13-AS1,15,85670948,AKAP13-AS1,ENSG00000259367
AKAP14,X,119895837,AKAP14,ENSG00000186471
AKAP17A,Y,1591604,AKAP17A,ENSG00000292343
AKAP17BP,X,119257667,AKAP17BP,ENSG00000214992
AKAP3,12,4649051,AKAP3,ENSG00000111254
AKAP4,X,50201007,AKAP4,ENSG00000147081
AKAP5,14,64465499,AKAP5,ENSG00000179841
AKAP6,14,32329298,AKAP6,ENSG00000151320
AKAP7,6,131135467,AKAP7,ENSG00000118507
AKAP8,19,15379815,AKAP8,ENSG00000105127
AKAP8L,19,15419141,AKAP8L,ENSG00000011243
AKAP8P1,9,11011748,AKAP8P1,ENSG00000234146
AKAP9,7,91940840,AKAP9,ENSG00000127914
AKIP1,11,8911139,AKIP1,ENSG00000166452
AKIRIN1,1,38991276,AKIRIN1,ENSG00000174574
AKIRIN1P1,12,80561560,AKIRIN1P1,ENSG00000257786
AKIRIN1P2,X,68132868,AKIRIN1P2,ENSG00000228125
AKIRIN2,6,87702233,AKIRIN2,ENSG00000135334
AKIRIN2P1,4,149789952,AKIRIN2P1,ENSG00000251482
AKNA,9,114394405,AKNA,ENSG00000106948
AKNAD1,1,108963484,AKNAD1,ENSG00000162641
AKR1A1,1,45550543,AKR1A1,ENSG00000117448
AKR1B1,7,134459284,AKR1B1,ENSG00000085662
AKR1B10,7,134527567,AKR1B10,ENSG00000198074
AKR1B10P1,10,67750284,AKR1B10P1,ENSG00000213606
AKR1B10P2,18,68455951,AKR1B10P2,ENSG00000263355
AKR1B15,7,134549110,AKR1B15,ENSG00000227471
AKR1B1P1,1,224574434,AKR1B1P1,ENSG00000229991
AKR1B1P2,3,74135959,AKR1B1P2,ENSG00000213452
AKR1B1P3,11,16484671,AKR1B1P3,ENSG00000213785
AKR1B1P4,13,45688469,AKR1B1P4,ENSG00000237876
AKR1B1P5,14,59136421,AKR1B1P5,ENSG00000258685
AKR1B1P6,18,8545635,AKR1B1P6,ENSG00000225212
AKR1B1P7,19,33361448,AKR1B1P7,ENSG00000266899
AKR1B1P8,X,116043483,AKR1B1P8,ENSG00000231371
AKR1C1,10,4963253,AKR1C1,ENSG00000187134
AKR1C2,10,5018031,AKR1C2,ENSG00000151632
AKR1C3,10,5035354,AKR1C3,ENSG00000196139
AKR1C4,10,5195462,AKR1C4,ENSG00000198610
AKR1C5P,10,5135226,AKR1C5P,ENSG00000225418
AKR1C6P,10,4891975,AKR1C6P,ENSG00000151631
AKR1C7P,10,5288470,AKR1C7P,ENSG00000215267
AKR1C8,10,5185187,AKR1C8,ENSG00000264006
AKR1D1,7,138002324,AKR1D1,ENSG00000122787
AKR1D1P1,1,167519536,AKR1D1P1,ENSG00000227776
AKR1E2,10,4786629,AKR1E2,ENSG00000165568
AKR7A2,1,19312144,AKR7A2,ENSG00000053371
AKR7A2P1,HG2104_PATCH,14002,AKR7A2P1,ENSG00000280751
AKR7A2P2,X,118879185,AKR7A2P2,ENSG00000224341
AKR7A3,1,19288770,AKR7A3,ENSG00000162482
AKR7L,1,19274194,AKR7L,ENSG00000211454
AKT1,14,104795759,AKT1,ENSG00000142208
AKT1S1,19,49878459,AKT1S1,ENSG00000204673
AKT2,19,40285536,AKT2,ENSG00000105221
AKT3,1,243851079,AKT3,ENSG00000117020
AKT3-IT1,1,243794400,AKT3-IT1,ENSG00000228939
AKTIP,16,53504411,AKTIP,ENSG00000166971
AKTIPP1,3,52753526,AKTIPP1,ENSG00000271137
AKTIPP2,5,24170370,AKTIPP2,ENSG00000226432
AKTIPP3,11,96643225,AKTIPP3,ENSG00000255376
ALAD,9,113401290,ALAD,ENSG00000148218
ALAS1,3,52198086,ALAS1,ENSG00000023330
ALAS2,X,55030977,ALAS2,ENSG00000158578
ALB,4,73397114,ALB,ENSG00000163631
ALCAM,3,105366909,ALCAM,ENSG00000170017
ALDH16A1,19,49453225,ALDH16A1,ENSG00000161618
ALDH18A1,10,95656711,ALDH18A1,ENSG00000059573
ALDH1A1,9,73080442,ALDH1A1,ENSG00000165092
ALDH1A2,15,58497866,ALDH1A2,ENSG00000128918
ALDH1A2-AS1,15,58065225,ALDH1A2-AS1,ENSG00000259285
ALDH1A3,15,100861924,ALDH1A3,ENSG00000184254
ALDH1A3-AS1,15,100920312,ALDH1A3-AS1,ENSG00000259583
ALDH1B1,9,38392702,ALDH1B1,ENSG00000137124
ALDH1L1,3,126197994,ALDH1L1,ENSG00000144908
ALDH1L1-AS1,3,126083650,ALDH1L1-AS1,ENSG00000250218
ALDH1L1-AS2,3,126180012,ALDH1L1-AS2,ENSG00000246022
ALDH1L2,12,105107643,ALDH1L2,ENSG00000136010
ALDH2,12,111766887,ALDH2,ENSG00000111275
ALDH3A1,17,19748943,ALDH3A1,ENSG00000108602
ALDH3A2,17,19648136,ALDH3A2,ENSG00000072210
ALDH3B1,11,68008578,ALDH3B1,ENSG00000006534
ALDH3B2,11,67681224,ALDH3B2,ENSG00000132746
ALDH4A1,1,18902724,ALDH4A1,ENSG00000159423
ALDH5A1,6,24494867,ALDH5A1,ENSG00000112294
ALDH6A1,14,74084492,ALDH6A1,ENSG00000119711
ALDH7A1,5,126595362,ALDH7A1,ENSG00000164904
ALDH7A1P1,5,77290268,ALDH7A1P1,ENSG00000251400
ALDH7A1P2,2,172894383,ALDH7A1P2,ENSG00000232292
ALDH7A1P3,7,150542098,ALDH7A1P3,ENSG00000243853
ALDH7A1P4,10,62741385,ALDH7A1P4,ENSG00000234489
ALDH8A1,6,134950115,ALDH8A1,ENSG00000118514
ALDH9A1,1,165698562,ALDH9A1,ENSG00000143149
ALDOA,16,30064164,ALDOA,ENSG00000149925
ALDOAP1,3,52193170,ALDOAP1,ENSG00000242849
ALDOAP2,10,125667950,ALDOAP2,ENSG00000214297
ALDOB,9,101449664,ALDOB,ENSG00000136872
ALDOC,17,28576948,ALDOC,ENSG00000109107
ALDOC-AS1,17,28573117,ALDOC-AS1,ENSG00000265168
ALG1,16,5033702,ALG1,ENSG00000033011
ALG10,12,34022468,ALG10,ENSG00000139133
ALG10B,12,38316762,ALG10B,ENSG00000175548
ALG11,13,52012391,ALG11,ENSG00000253710
ALG12,22,49918438,ALG12,ENSG00000182858
ALG13,X,111665811,ALG13,ENSG00000101901
ALG13-AS1,X,111711101,ALG13-AS1,ENSG00000229487
ALG14,1,95072951,ALG14,ENSG00000172339
ALG1L10P,12,8227734,ALG1L10P,ENSG00000254016
ALG1L11P,HG76_PATCH,12178697,ALG1L11P,ENSG00000292280
ALG1L12P,HG76_PATCH,5616371,ALG1L12P,ENSG00000292392
ALG1L13P,HG76_PATCH,5103198,ALG1L13P,ENSG00000285027
ALG1L14P,4,9170270,ALG1L14P,ENSG00000250268
ALG1L15P,3,156044948,ALG1L15P,ENSG00000242017
ALG1L1P,3,125990537,ALG1L1P,ENSG00000189366
ALG1L2,3,130081831,ALG1L2,ENSG00000251287
ALG1L3P,4,9710812,ALG1L3P,ENSG00000251087
ALG1L5P,7,6923804,ALG1L5P,ENSG00000226943
ALG1L6P,HSCHR3_5_CTG1,61711,ALG1L6P,ENSG00000288161
ALG1L7P,4,3935447,ALG1L7P,ENSG00000251271
ALG1L8P,11,67785273,ALG1L8P,ENSG00000227620
ALG1L9P,11,71813859,ALG1L9P,ENSG00000293546
ALG2,9,99221942,ALG2,ENSG00000119523
ALG3,3,184249548,ALG3,ENSG00000214160
ALG3P1,5,5376836,ALG3P1,ENSG00000251568
ALG5,13,37000763,ALG5,ENSG00000120697
ALG6,1,63367575,ALG6,ENSG00000088035
ALG8,11,78139660,ALG8,ENSG00000159063
ALG9,11,111871581,ALG9,ENSG00000086848
ALG9-IT1,11,111829212,ALG9-IT1,ENSG00000254450
ALK,2,29921586,ALK,ENSG00000171094
ALKAL1,8,52565430,ALKAL1,ENSG00000196711
ALKAL2,2,288851,ALKAL2,ENSG00000189292
ALKBH1,14,77708023,ALKBH1,ENSG00000100601
ALKBH2,12,109093631,ALKBH2,ENSG00000189046
ALKBH3,11,43880811,ALKBH3,ENSG00000166199
ALKBH3-AS1,11,43920944,ALKBH3-AS1,ENSG00000244926
ALKBH4,7,102464863,ALKBH4,ENSG00000160993
ALKBH5,17,18183078,ALKBH5,ENSG00000091542
ALKBH6,19,36014239,ALKBH6,ENSG00000239382
ALKBH7,19,6372794,ALKBH7,ENSG00000125652
ALKBH8,11,107565742,ALKBH8,ENSG00000137760
ALLC,2,3658200,ALLC,ENSG00000151360
ALMS1,2,73385758,ALMS1,ENSG00000116127
ALMS1-IT1,HG2052_PATCH,126262,ALMS1-IT1,ENSG00000291477
ALMS1P1,2,310581,ALMS1P1,ENSG00000290727
ALOX12,17,6996049,ALOX12,ENSG00000108839
ALOX12B,17,8087716,ALOX12B,ENSG00000179477
ALOX12P1,17,30529688,ALOX12P1,ENSG00000264958
ALOX12P2,17,6853861,ALOX12P2,ENSG00000291084
ALOX15,17,4642294,ALOX15,ENSG00000161905
ALOX15B,17,8039034,ALOX15B,ENSG00000179593
ALOX15P1,17,6657214,ALOX15P1,ENSG00000274114
ALOX15P2,9,92913156,ALOX15P2,ENSG00000188101
ALOX5,HSCHR10_1_CTG2,215007,ALOX5,ENSG00000275565
ALOX5AP,13,30713478,ALOX5AP,ENSG00000132965
ALOXE3,17,8119047,ALOXE3,ENSG00000179148
ALOXE3P1,17,8063936,ALOXE3P1,ENSG00000275011
ALPG,2,232406844,ALPG,ENSG00000163286
ALPI,2,232456125,ALPI,ENSG00000163295
ALPK1,4,112285509,ALPK1,ENSG00000073331
ALPK2,18,58629091,ALPK2,ENSG00000198796
ALPK3,15,84817356,ALPK3,ENSG00000136383
ALPL,1,21509397,ALPL,ENSG00000162551
ALPP,2,232378724,ALPP,ENSG00000163283
ALS2,2,201782112,ALS2,ENSG00000003393
ALS2CL,3,46693704,ALS2CL,ENSG00000178038
ALX1,12,85280220,ALX1,ENSG00000180318
ALX3,1,110070672,ALX3,ENSG00000156150
ALX4,11,44310139,ALX4,ENSG00000052850
ALYREF,17,81891586,ALYREF,ENSG00000183684
AMACR,5,34008104,AMACR,ENSG00000242110
AMANZI,2,112840328,AMANZI,ENSG00000280228
AMBN,4,70592256,AMBN,ENSG00000178522
AMBP,9,114078328,AMBP,ENSG00000106927
AMBRA1,11,46594125,AMBRA1,ENSG00000110497
AMD1,6,110874770,AMD1,ENSG00000123505
AMD1P1,10,20350049,AMD1P1,ENSG00000228339
AMD1P2,Y,155829576,AMD1P2,ENSG00000292364
AMD1P3,5,43588223,AMD1P3,ENSG00000249286
AMD1P4,6,11862970,AMD1P4,ENSG00000215124
AMDHD1,12,95943331,AMDHD1,ENSG00000139344
AMDHD2,16,2520357,AMDHD2,ENSG00000162066
AMELX,X,11293413,AMELX,ENSG00000125363
AMELY,Y,6911752,AMELY,ENSG00000099721
AMER1,X,64205708,AMER1,ENSG00000184675
AMER2,13,25172288,AMER2,ENSG00000165566
AMER3,2,130755540,AMER3,ENSG00000178171
AMFR,16,56425545,AMFR,ENSG00000159461
AMH,19,2249309,AMH,ENSG00000104899
AMHR2,12,53423855,AMHR2,ENSG00000135409
AMIGO1,1,109509738,AMIGO1,ENSG00000181754
AMIGO2,12,47079959,AMIGO2,ENSG00000139211
AMIGO3,3,49719684,AMIGO3,ENSG00000176020
AMMECR1,X,110440318,AMMECR1,ENSG00000101935
AMMECR1-IT1,X,110307221,AMMECR1-IT1,ENSG00000224142
AMMECR1L,2,127885967,AMMECR1L,ENSG00000144233
AMMECR1LP1,13,96573659,AMMECR1LP1,ENSG00000233273
AMN,14,102922663,AMN,ENSG00000166126
AMN1,12,31729121,AMN1,ENSG00000151743
AMOT,X,112840831,AMOT,ENSG00000126016
AMOTL1,11,94706431,AMOTL1,ENSG00000166025
AMOTL2,3,134375479,AMOTL2,ENSG00000114019
AMPD1,1,114695618,AMPD1,ENSG00000116748
AMPD2,1,109616104,AMPD2,ENSG00000116337
AMPD3,11,10308313,AMPD3,ENSG00000133805
AMPH,7,38631420,AMPH,ENSG00000078053
AMT,3,49422685,AMT,ENSG00000145020
